ticket_line_id,ticket_id,fecha_hora,store_id,caja_id,cajero_id,customer_id,product_id,descripcion_producto,categoria,subcategoria,cantidad,precio_unitario,descuento_pct,descuento_importe,importe_linea,moneda,canal,observaciones
TL-000152,T-500075,28/08/25 02:17,S005,CAJ03,EMP013,C0057,P1036,Cortina Aurora 90x200,Textil hogar,,1,26.81,0,"0,00","26,81",EUR,POS,
TL-000153,T-500075,28/08/25 02:17,S005,CAJ03,EMP013,C0057,P1099,Figura Eco ★,decoración,Figuras,1,€169.99,15,25.50,"144,49",EUR,POS,
TL-000154,T-500076,17/02/25 10:36,S003,CAJ06,EMP036,c0082,P1013,"Lámparas techo Brisa ""Star""",Iluminación,Lámparas techo,5,"307,57",20,307.57,1230.28,EUR,POS,
TL-000155,T-500076,17/02/25 10:36,S003,CAJ06,EMP036,c0082,P1089,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,103.28,5,"5,16",98.12 EUR,EUR,POS,
TL-000156,T-500076,17/02/25 10:36,S003,CAJ06,EMP036,c0082,p1015,"Bombilla Vintage ""Star""",Iluminación,,1,"79,69",10,€7.97,71.72 EUR,EUR,POS,
TL-000157,T-500077,2025-03-25 20:48:44,S002,CAJ04,EMP071,,P1041,Vela Luna ★,Decoración,Velas,5,124.27,0,"0,00",,EUR,POS,
TL-000158,T-500078,2025-01-11 00:17:18,S002,CAJ05,EMP015,GUEST,P1075,Cuadro Luna ★,Decoración,Cuadros,2,€33.19,0,€0.00,"66,38",EUR,POS,
TL-000159,T-500078,2025-01-11 00:17:18,S002,CAJ05,EMP015,GUEST,P1084,Espejo Eco ★,Decoración,Espejos,1,"48,01",,€0.00,48.01,EUR,POS,
TL-000160,T-500079,21/05/25 14:26,S002,CAJ02,EMP061,GUEST,P1029,Figura Luna ★,Decoración,Figuras,3,51.45,0,0.00,154.35,EUR,POS,
TL-000161,T-500080,15/06/2025,S005,CAJ01,EMP062,C0011,P1024,Cojine Vintage ★,Decoración,Cojines,0,"166,05",0,"0,00",,EUR,POS,registro anómalo
TL-000162,T-500080,15/06/2025,S005,CAJ01,EMP062,C0011,p1018,Cojine Minimal ★,Decoración,Cojines,1,169.75,0,0.00,169.75,EUR,POS,
TL-000163,T-500080,15/06/2025,S005,CAJ01,EMP062,C0011,P1011,Vela Eco ★,Decoración,Velas,1,"98,40",0,0.00 EUR,€98.40,EUR,POS,
TL-000164,T-500081,2025-06-26 04:56:03,S005,CAJ06,EMP077,C0084,P1079,Cuadro Boreal ★,Decoración,Cuadros,1,€169.06,,€67.62,"101,44",EUR,POS,
TL-000165,T-500081,2025-06-26 04:56:03,S005,CAJ06,EMP077,C0084, P1031,Cama Nórdico 3 plazas,Muebles,Camas,1,1230.17,10,123.02,1107.15,EUR,POS,
TL-000166,T-500082,11/10/25 08:28,S002,CAJ04,EMP059,C0020,P1046,"Aplique Atlas ""Star""",Iluminación,Apliques,1,"328,08",25,82.02,€246.06,EUR,POS,
TL-000167,T500083,05/08/25 01:45,S001,CAJ02,EMP048,,P1059,Armario Minimal 120cm,Muebles,Armarios,1,€728.00,,"72,80",655.20,EUR,POS,
TL-000168,T-500084,10/02/25 05:37,S004,CAJ01,EMP077,C0014,p1075,Cuadro Luna ★,Decoración,Cuadros,1,31.52,0,,€31.52,EUR,POS,
TL-000169,T-500085,07/09/25 14:23,S003,CAJ07,EMP080,GUEST,P1054,Figura Minimal ★,Decoración,Figuras,4,"120,74",0,0.00 EUR,482.96,EUR,POS,
TL-000170,T-500086,5 de junio de 2025 15:34,S003,,EMP019,C0068,P1027,Sábana Nórdico 140x200,Textil hogar,Sábanas,1,101.89,0,€0.00,101.89,EUR,POS,
TL-000171,T-500086,5 de junio de 2025 15:34,S003,,EMP019,C0068,P1025,Figura Nórdico ★,decoración,Figuras,1,89.79,40,€35.92,€53.87,EUR,POS,
TL-000172,T-500086,5 de junio de 2025 15:34,S003,,EMP019,C0068,P1039,Cuadro Nórdico ★,Decoración,Cuadros,2,"251,31",30,150.79,353.83,EUR,POS,
TL-000173,T-500087,10/12/25 01:20,S003,CAJ06,EMP073,,P1026,Cuadro Vintage ★,Decoración,Cuadros,2,78.41,0,"0,00",156.82,EUR,POS,
TL-000174,T-500087,10/12/25 01:20,S003,CAJ06,EMP073,,P1050,Cama Brisa Compact,Muebles,Camas,1,190.86,30,"57,26",€133.60,EUR,POS,
TL-000175,T-500088,16/06/25 23:05,S004,CAJ07,EMP066,C0040,P1062,Sábana Brisa Pack 4,Textil hogar,Sábanas,5,"182,61",0,"0,00","913,05",EUR,POS,
TL-000176,T-500088,16/06/25 23:05,S004,CAJ07,EMP066,C0040,P1093,Sofá Atlas XL,Muebles,Sofás,1,434.64,0,"0,00","434,64",EUR,POS,
TL-000177,T-500088,16/06/25 23:05,S004,CAJ07,EMP066,C0040,p1057,"Lámparas pie Luna ""Star""",Iluminación,Lámparas pie,1,€138.00,0,0.00,138.00,EUR,POS,
TL-000178,T-500089,16/02/25 14:20,S001,CAJ04,EMP033,C0091,p1091,"Bombilla Eco ""Star""",Iluminación,Bombillas,2,"363,29",40,€290.63,435.95 EUR,EUR,POS,
TL-000179,T-500089,16/02/25 14:20,S001,CAJ04,EMP033,C0091,P1095,  Espejo Élite 80cm  ,Iluminación,Lámparas pie,2,66.00,0,0.00,132.00,EUR,POS,
TL-000180,T-500090,01/12/25 19:26,S003,CAJ01,EMP059,,P1029,Figura Luna ★,Decoración,Figuras,1,"54,22",0,0.00,,EUR,POS,
TL-000181,T-500091,24/11/25 23:09,S003,CAJ08,EMP047,C0040,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,1,,30,6.93,16.16,EUR,POS,
TL-000182,T-500091,24/11/25 23:09,S003,CAJ08,EMP047,C0040,P1036,Cortina Aurora 90x200,Textil hogar,Cortinas,3,"24,14",40,28.97,43.45,EUR,POS,
TL-000183,T-500091,24/11/25 23:09,S003,CAJ08,EMP047,C0040,P1014,Cuadro Zen ★,Decoración,,1,,40,28.89,43.33,EUR,POS,
TL-000184,T-500092,16/05/25 16:24,S001,CAJ02,EMP025,C0014,P1074,Sábana Vintage Pack 4,Textil hogar,Sábanas,1,103.29,10,10.33,"92,96",EUR,POS,
TL-000185,T-500092,16/05/25 16:24,S001,CAJ02,EMP025,C0014,P1027,Sábana Nórdico 140x200,Textil hogar,Sábanas,3,99.82,5,€14.97,€284.49,EUR,POS,
TL-000186,T-500092,16/05/25 16:24,S001,CAJ02,EMP025,C0014,P1062 ,Sábana Brisa Pack 4,Textil hogar,Sábanas,5,"197,11",25,246.39,739.16,EUR,POS,
TL-000187,T-500093,24/06/25 08:06,S001,CAJ08,EMP073,,P1024,Cojine Vintage ★,Decoración,Cojines,3,€165.62,20,"99,37",€397.49,EUR,POS,
TL-000188,T-500093,24/06/25 08:06,S001,CAJ08,EMP073,,PX1039,Cuadro Nórdico ★,Decoración,Cuadros,2,221.68,40,177.34,266.02,EUR,POS,
TL-000189,T-500094,18/08/25 16:25,S003,CAJ02,EMP039,C0008,P1070,"Aplique Boreal ""Star""",Iluminación,,2,302.50,0,0.00 EUR,605.00,EUR,POS,
TL-000190,T-500094,18/08/25 16:25,S003,CAJ02,EMP039,C0008, P1038,"Lámparas pie Boreal ""Star""",iluminación,Lámparas pie,2,20.76,,,24.91,EUR,POS,
TL-000191,T-500094,18/08/25 16:25,S003,CAJ02,EMP039,C0008,P1035,Manta Brisa Set 2 uds,Textil hogar,Mantas,1,"219,86",0,"0,00",219.86,EUR,POS,
TL-000192,T-500095,2025-10-14 23:14:35,S001,CAJ07,EMP071,,P1061,Sábana Minimal 200x300,Textil hogar,Sábanas,1,194.78,0,0.00,€194.78,EUR,POS,
TL-000193,T-500095,2025-10-14 23:14:35,S001,CAJ07,EMP071,,P1062,Sábana Brisa Pack 4,textil hogar,Sábanas,4,"180,90",,,723.60 EUR,EUR,POS,
TL-000194,T-500096,02/02/25 18:00,S002,CAJ08,EMP044,C0057,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,1,€19.73,10,1.97,"17,76",EUR,POS,
TL-000195,T-500096,02/02/25 18:00,S002,CAJ08,EMP044,C0057,P1035,Manta Brisa Set 2 uds,Textil hogar,,3,231.58,0,0.00,694.74,EUR,POS,
TL-000196,T-500097,09/09/25 09:19,S003,CAJ06,EMP007,C0033,P1033,Cojine Sol ★,Decoración,Cojines,2,258.24,0,0.00,516.48,EUR,POS,
TL-000197,T-500097,09/09/25 09:19,S003,CAJ06,EMP007,C0033,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,1,"65,81",0,0.00,65.81,EUR,POS,
TL-000198,T-500098,2025-09-29 06:18:18,S002,CAJ03,EMP040,C0072,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,1,65.62,0,"0,00",€65.62,EUR,POS,
TL-000199,T-500099,2025-03-12 00:10:19,S005,CAJ07,EMP003,C0018,SKU-1019,Vela Aurora ★,Decoración,,1,€48.96,30,14.69,"34,27",EUR,POS,
TL-000200,T-500100,27/05/25 07:17,S005,CAJ01,EMP080,,P1027,Sábana Nórdico 140x200,Textil hogar,Sábanas,4,97.70,25,€97.70,293.10,EUR,POS,
TL-000201,T-500101,18/10/25 16:51,S001,CAJ04,EMP079,,P1074,Sábana Vintage Pack 4,Textil hogar,Sábanas,1,"95,34",40,"38,14",€57.20,EUR,POS,
TL-000202,T-500101,18/10/25 16:51,S001,CAJ04,EMP079,,P1056,Cortina Luna Set 2 uds,Textil hogar,Cortinas,1,€212.10,0,0.00,"212,10",EUR,POS,
TL-000203,T-500102,2025-07-15 07:25:48,S002,CAJ08,EMP037,, P1037,"Bombilla Boreal ""Star""",Iluminación,,1,47.25,110,€51.98,-4.73,EUR,POS,revisar caja
TL-000204,T-500103,21/04/25 16:58,S004,CAJ02,EMP067,C0056,P1008,"Bombilla Nórdico ""Star""",,Bombillas,1,"28,95",0,"0,00",28.95,EUR,POS,
TL-000205,T-500103,21/04/25 16:58,S004,CAJ02,EMP067,C0056,P1041,Vela Luna ★,Decoración,,1,114.04 EUR,25,28.51,85.53,EUR,POS,
TL-000206,T-500104,30/05/25 23:19,S003,CAJ07,EMP065,,P1064,Estantería Minimal 120cm,Muebles,Estanterías,1,"466,71",0,"0,00",466.71 EUR,EUR,POS,
TL-000207,T-500104,30/05/25 23:19,S003,CAJ07,EMP065,,P1028,Sábana Zen 90x200,Textil hogar,Sábanas,5,76.13,5,19.03,361.62,EUR,POS,
TL-000208,T-500104,30/05/25 23:19,S003,CAJ07,EMP065,,P1007,Figura Boreal ★,Decoración,Figuras,1,239.53,0,"0,00",239.53,EUR,POS,
TL-000209,T-500104,30/05/25 23:19,S003,CAJ07,EMP065,,p1041,Vela Luna ★,Decoración,Velas,1,126.70,0,0.00,126.70,EUR,POS,
TL-000210,T-500105,23/02/25 21:38,S002,CAJ05,EMP061,GUEST,P1060,Cortina Luna 200x300,Textil hogar,Cortinas,1,€54.40,0,0.00,54.40,EUR,POS,
TL-000211,T-500106,2025-02-17 07:42:32,S002,CAJ07,EMP037,C0015,P1022,Armario Aurora 120cm,Muebles,Armarios,2,,0,,"1539,24",EUR,POS,
TL-000212,T-500106,2025-02-17 07:42:32,S002,CAJ07,EMP037,C0015,P1079,Cuadro Boreal ★,,Cuadros,1,156.94,,"0,00",€156.94,EUR,POS,
TL-000213,T-500107,04/04/25 10:13,S005,CAJ03,EMP001,C0047,P1095,  Espejo Élite 80cm  ,Iluminación,,1,"145,13",0,"0,00","145,13",EUR,POS,
TL-000214,T-500107,04/04/25 10:13,S005,CAJ03,EMP001,C0047,P1008,"Bombilla Nórdico ""Star""",Iluminación,,3,30.62,0,0.00,91.86,EUR,POS,
TL-000215,T-500107,04/04/25 10:13,S005,CAJ03,EMP001,C0047,P1089,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,110.85,0,0.00,110.85,EUR,POS,
TL-000216,T-500108,2025-05-25 23:25:49,S005,CAJ07,EMP006,C0094 ,P1002,Sábana Brisa 90x200,Textil hogar,Sábanas,2,172.27 EUR,0,0.00 EUR,345.54,EUR,POS,
TL-000217,T-500109,23/09/25 21:42,S003,CAJ06,EMP023,, P1080,Espejo Boreal ★,Decoración,Espejos,1,220.68,0,0.00,"220,68",EUR,POS,
TL-000218,T-500110,3 de mayo de 2025 13:33,S004,CAJ04,EMP026,C0033,p1074,Sábana Vintage Pack 4,Textil hogar,Sábanas,1,99.44,0,€0.00,"99,44",EUR,POS,
TL-000219,T-500111,05/06/25 08:28,S001,CAJ06,EMP048,, P1006,Cortina Élite 200x300,Textil hogar,Cortinas,1,€113.32,0,0.00,"113,32",EUR,POS,
TL-000220,T-500112,16/11/25 08:46,S005,CAJ02,EMP011,C0038,p1046,"Aplique Atlas ""Star""",Iluminación,Apliques,1,317.20,20,"63,44",253.76,EUR,POS,
TL-000221,T-500112,16/11/25 08:46,S005,CAJ02,EMP011,C0038,P1013,"Lámparas techo Brisa ""Star""",Iluminación,,4,,15,176.47,1000.01,EUR,POS,
TL-000222,T-500112,16/11/25 08:46,S005,CAJ02,EMP011,C0038,P1040,Manta Boreal 140x200,Textil hogar,Mantas,4,33.20,0,€0.00,"132,80",EUR,POS,
TL-000223,T-500112,16/11/25 08:46,S005,CAJ02,EMP011,C0038,P1089,"Bombilla Vintage ""Star""",Iluminación,Bombillas,1,102.29,0,0.00 EUR,102.29,EUR,POS,
TL-000224,T-500113,18 de junio de 2025 21:56,S004,CAJ01,EMP046,C0082,P1049,"Lámparas techo Boreal ""Star""",Iluminación,Lámparas techo,2,345.98 EUR,0,0.00,691.96,EUR,POS,
TL-000225,T-500113,18 de junio de 2025 21:56,S004,CAJ01,EMP046,C0082,P1081 ,"Bombilla Élite ""Star""",,Bombillas,1,€378.15,0,0.00,378.15 EUR,EUR,POS,
TL-000226,T-500113,18 de junio de 2025 21:56,S004,CAJ01,EMP046,C0082,P1017,"Lámparas techo Zen ""Star""",Iluminación,Lámparas techo,1,€72.75,0,,72.75,EUR,POS,
TL-000227,T-500114,27/01/25 02:39,S002,CAJ03,EMP057,GUEST, P1092,Armario Sol Compact,Muebles,Armarios,1,"544,17",5,€27.21,516.96 EUR,EUR,POS,
TL-000228,T-500114,27/01/25 02:39,S002,CAJ03,EMP057,GUEST,P1010,Cama Sol Compact,Muebles,Camas,1,839.90,25,209.98,"629,92",EUR,POS,
TL-000229,T-500115,25/07/25 14:55,S004,CAJ06,EMP010,GUEST, P1083,"Aplique Aurora ""Star""",Iluminación,,4,401.97,25,"401,97",1205.91,EUR,POS,
TL-000230,T-500115,25/07/25 14:55,S004,CAJ06,EMP010,GUEST,P1001,Cuadro Atlas ★,Decoración,Cuadros,1,32.08,0,0.00,32.08,EUR,POS,
TL-000231,T-500115,25/07/25 14:55,S004,CAJ06,EMP010,GUEST,P1007,Figura Boreal ★,Decoración,Figuras,1,226.03,20,45.21,€180.82,EUR,POS,
TL-000232,T-500116,25/03/2025,S005,CAJ02,EMP034, C0016,P1067,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,,0,"0,00",340.53 EUR,EUR,POS,
TL-000233,T-500116,25/03/2025,S005,CAJ02,EMP034, C0016,P1057,"Lámparas pie Luna ""Star""",Iluminación,Lámparas pie,1,145.95,0,0.00,€145.95,EUR,POS, ⚠️
TL-000234,T-500116,25/03/2025,S005,CAJ02,EMP034, C0016, P1056,Cortina Luna Set 2 uds,Textil hogar,Cortinas,1,€213.84,20,42.77,171.07,EUR,POS,
TL-000235,T-500117,2025-04-23 18:22:21,S004,CAJ06,EMP009,,P1038,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,"22,81",30,"6,84",15.97 EUR,EUR,POS,
TL-000236,T-500118,11/01/25 04:59,S005,CAJ04,EMP031,,P1001,Cuadro Atlas ★,Decoración,Cuadros,1,"29,77",0,0.00,29.77,EUR,POS,
TL-000237,T-500118,11/01/25 04:59,S005,CAJ04,EMP031,,P1006,Cortina Élite 200x300,Textil hogar,,1,115.27,0,0.00,€115.27,EUR,POS,
TL-000238,T-500118,11/01/25 04:59,S005,CAJ04,EMP031,,p1076,Cortina Eco 200x300,Textil hogar,Cortinas,1,"210,20",0,0.00,"210,20",EUR,POS,
TL-000239,T-500119,29/01/25 15:24,S001,CAJ08,EMP053,C0067,P1006,Cortina Élite 200x300,Textil hogar,Cortinas,1,"110,54",10,11.05 EUR,99.49,EUR,POS,
TL-000240,T-500119,29/01/25 15:24,S001,CAJ08,EMP053,C0067,p1079,Cuadro Boreal ★,Decoración,Cuadros,1,172.32,0,0.00,172.32,EUR,POS,
TL-000241,T-500120,21/07/25 05:03,S005,CAJ03,EMP008,,P1077,"Aplique Atlas ""Star""",,Apliques,1,213.84,0,0.00,213.84,EUR,POS,
TL-000242,T-500120,21/07/25 05:03,S005,CAJ03,EMP008,,P1033,Cojine Sol ★,Decoración,,1,"263,73",0,"0,00",263.73,EUR,POS,
TL-000243,T-500120,21/07/25 05:03,S005,CAJ03,EMP008,, P1046,"Aplique Atlas ""Star""",Iluminación,Apliques,1,340.60,15,"51,09",289.51,EUR,POS,
TL-000244,T-500121,31/08/25 17:37,S003,CAJ05,EMP071,C0075,P1084,Espejo Eco ★,Decoración,,1,"48,09",15,,40.88,EUR,POS,
TL-000245,T-500121,31/08/25 17:37,S003,CAJ05,EMP071,C0075,P1009,Cortina Vintage Pack 4,Textil hogar,Cortinas,2,20.89,25,10.44,"31,34",EUR,POS,
TL-000246,T-500121,31/08/25 17:37,S003,CAJ05,EMP071,C0075,P1096,Figura Vintage ★,Decoración,Figuras,1,157.50 EUR,15,"23,62","133,88",EUR,POS,
TL-000247,T-500122,07/09/25 02:46,S005,CAJ01,EMP004,,PX1065,Sofá Atlas 3 plazas,Muebles,Sofás,1,"1031,43",0,0.00,"1031,43",EUR,POS,
TL-000248,500123,29/01/25 08:09,S005,CAJ05,EMP052,C0044,P1090,Armario Sol XL,Muebles,Armarios,1,1182.57,0,€0.00,1182.57,EUR,POS,
TL-000249,T-500124,04/05/25 22:22,S003,CAJ03,EMP066,C0007,SKU-1019,Vela Aurora ★,Decoración,Velas,1,50.49,15,"7,57",€42.92,EUR,POS,
TL-000250,T-500125,15/03/25 17:22,S002,CAJ03,EMP074, C0040,P1052,Cama Vintage 3 plazas,Muebles,Camas,1,765.01,0,"0,00","765,01",EUR,POS,
TL-000251,T-500125,15/03/25 17:22,S002,CAJ03,EMP074, C0040, P1045,Sofá Aurora 120cm,Muebles,Sofás,4,€170.23,,102.14,"578,78",EUR,POS,
TL-000252,T-500126,12/07/25 04:44,S004,CAJ04,EMP007,C0002,P1050 ,Cama Brisa Compact,muebles,Camas,4,177.96 EUR,110,783.02,-71.18,EUR,POS,
TL-000253,T-500126,12/07/25 04:44,S004,CAJ04,EMP007,C0002,P1048,Mesa Minimal 160cm,Muebles,Mesas,1,509.00,0,0.00 EUR,€509.00,EUR,POS,
TL-000254,T-500126,12/07/25 04:44,S004,CAJ04,EMP007,C0002,p1055,Cuadro Luna ★,Decoración,Cuadros,2,€119.54,0,0.00,€239.08,EUR,POS,
TL-000255,T-500127,17/03/25 14:19,S003,CAJ06,EMP007,C0071,P1072,"Aplique Aurora ""Star""",iluminación,Apliques,1,"234,27",25,58.57,175.70,EUR,POS,
TL-000256,T-500127,17/03/25 14:19,S003,CAJ06,EMP007,C0071,P1022,Armario Aurora 120cm,Muebles,Armarios,1,754.50 EUR,20,"150,90",603.60,EUR,POS,
TL-000257,T-500127,17/03/25 14:19,S003,CAJ06,EMP007,C0071,P1095,  Espejo Élite 80cm  ,Iluminación,Lámparas pie,1,179.80,0,0.00,179.80,EUR,POS,
TL-000258,T-500128,22/05/25 23:41,S001,CAJ02,EMP044,C0006,P1084,Espejo Eco ★,Decoración,Espejos,3,49.82,0,0.00,,EUR,POS,
TL-000259,T-500129,02/06/25 14:36,S005,CAJ03,EMP079,C0066,P1084,Espejo Eco ★,Decoración,Espejos,1,42.76,25,€10.69,€32.07,EUR,POS,
TL-000260,T-500129,02/06/25 14:36,S005,CAJ03,EMP079,C0066,P1094,"Bombilla Zen ""Star""",,,1,"312,31",10,31.23,281.08,EUR,POS,
TL-000261,T-500130,16/12/25 01:06,S001,CAJ02,EMP075,C0084,P1086,"Lámparas mesa Eco ""Star""",Iluminación,Lámparas mesa,2,€206.24,0,0.00,412.48,EUR,POS,
TL-000262,T-500130,16/12/25 01:06,S001,CAJ02,EMP075,C0084,P1049,"Lámparas techo Boreal ""Star""",Iluminación,Lámparas techo,3,378.50,15,170.32 EUR,,EUR,POS,
TL-000263,T-500131,28/05/25 15:37,S001,CAJ03,EMP080,,P1006,Cortina Élite 200x300,Textil hogar,Cortinas,1,121.41,10,12.14,109.27 EUR,EUR,POS,
TL-000264,500132,2025-08-26 11:23:18,S003,CAJ07,EMP053,C0018,P1057,"Lámparas pie Luna ""Star""",Iluminación,Lámparas pie,2,"136,13",0,0.00,€272.26,EUR,POS,
TL-000265,T-500133,13/05/2025,S004,CAJ06,EMP059,,P1053,"Aplique Nórdico ""Star""",Iluminación,,1,224.05,25,56.01,"168,04",EUR,POS,
TL-000266,T-500134,26/04/25 13:58,S004,CAJ04,EMP039,C0062,P1031,Cama Nórdico 3 plazas,Muebles,Camas,1,1234.17,30,370.25 EUR,"863,92",EUR,POS,
TL-000267,T-500134,26/04/25 13:58,S004,CAJ04,EMP039,C0062,P1087,Jarrone Eco ★,Decoración,Jarrones,1,191.63,30,57.49,134.14,EUR,POS,
TL-000268,T-500134,26/04/25 13:58,S004,CAJ04,EMP039,C0062, P1023,"Aplique Élite ""Star""",Iluminación,Apliques,2,145.16,0,0.00,,EUR,POS,
TL-000269,T-500134,26/04/25 13:58,S004,CAJ04,EMP039,C0062,P1011,Vela Eco ★,Decoración,Velas,1,€89.47,0,0.00,89.47,EUR,POS,
TL-000270,T-500135,28/10/25 05:28,S003,CAJ07,EMP051,,P7682,Producto desconocido,,,1,"225,94",0,€0.00,225.94,EUR,POS,
TL-000271,T-500136,07/08/25 06:23,S003,CAJ04,EMP069,,P1067,"Lámparas pie Boreal ""Star""",Iluminación,Lámparas pie,1,369.26,5,18.46,"350,80",EUR,POS,
TL-000272,T-500136,07/08/25 06:23,S003,CAJ04,EMP069,, P1075,Cuadro Luna ★,Decoración,Cuadros,1,31.11 EUR,0,0.00 EUR,"31,11",EUR,POS,
TL-000273,T-500137,03/07/25 11:07,S005,CAJ04,EMP053,,P1095,  Espejo Élite 80cm  ,Iluminación,Lámparas pie,2,43.90,0,0.00 EUR,87.80,EUR,POS,
TL-000274,T-500137,03/07/25 11:07,S005,CAJ04,EMP053,,P1042,Espejo Minimal ★,Decoración,Espejos,1,"76,14",0,"0,00",€76.14,EUR,POS,
TL-000275,T-500137,03/07/25 11:07,S005,CAJ04,EMP053,,P1088,Espejo Élite ★,Decoración,Espejos,1,149.15,0,€0.00,149.15,EUR,POS,
TL-000276,T-500138,08/09/25 20:12,S004,CAJ04,EMP037,C0095,P1058,Manta Nórdico 140x200,Textil hogar,Mantas,1,€59.81,0,€0.00,59.81,EUR,POS,
TL-000277,T-500138,08/09/25 20:12,S004,CAJ04,EMP037,C0095, P1022,Armario Aurora 120cm,Muebles,Armarios,2,€871.27,0,"0,00","1742,54",EUR,POS,
TL-000278,T-500139,2025-06-04 04:15:27,S002,CAJ03,EMP005,,P1082,Vela Vintage ★,Decoración,Velas,2,222.76,0,0.00,"445,52",EUR,POS,
TL-000279,T-500139,2025-06-04 04:15:27,S002,CAJ03,EMP005,,P6235,Producto desconocido,,,1,70.82,0,0.00,70.82,EUR,POS,
TL-000280,T-500139,2025-06-04 04:15:27,S002,CAJ03,EMP005,,P1007,Figura Boreal ★,Decoración,Figuras,2,259.37,0,€0.00,518.74,EUR,POS,
TL-000281,T-500139,2025-06-04 04:15:27,S002,CAJ03,EMP005,,P1075,Cuadro Luna ★,Decoración,Cuadros,1,32.26,25,€8.06,"24,20",EUR,POS,
TL-000282,500140,7 de septiembre de 2025 01:27,S003,CAJ02,EMP043,,P1045,Sofá Aurora 120cm,Muebles,Sofás,2,€172.12,40,137.70,"206,54",EUR,POS,
TL-000283,500140,7 de septiembre de 2025 01:27,S003,CAJ02,EMP043,,P1022,Armario Aurora 120cm,Muebles,Armarios,4,858.86,20,"687,09",2748.35,EUR,POS,
TL-000284,500140,7 de septiembre de 2025 01:27,S003,CAJ02,EMP043,,P1022,Armario Aurora 120cm,Muebles,Armarios,1,762.13,0,0.00,"762,13",EUR,POS,
TL-000285,500140,7 de septiembre de 2025 01:27,S003,CAJ02,EMP043,,P1000,Sofá Aurora 160cm,Muebles,Sofás,1,€231.17,10,"23,12",208.05,EUR,POS,
TL-000286,T-500141,2025-05-11 22:06:47,S001,CAJ08,EM024,C0082,P1030,Sofá Vintage XL,,Sofás,1,1063.14,0,0.00,1063.14,EUR,POS,
TL-000287,T-500142,30/12/25 10:31,S001,CAJ02,EMP018,,SKU-1019,Vela Aurora ★,Decoración,,3,50.99,0,0.00,152.97,EUR,POS,
TL-000288,T-500142,30/12/25 10:31,S001,CAJ02,EMP018,,P1073,Espejo Minimal ★,Decoración,Espejos,1,117.05,25,€29.26,"87,79",EUR,POS,
TL-000289,T-500143,30/06/25 17:47,S05,CAJ06,EMP008,,P1034,Jarrone Atlas ★,Decoración,Jarrones,1,"271,46",0,0.00,271.46,EUR,POS,
TL-000290,T-500144,21 de febrero de 2025 20:57,S001,CAJ05,EMP029,C0090,P1057 ,"Lámparas pie Luna ""Star""",Iluminación,Lámparas pie,2,€127.65,40,"102,12",153.18,EUR,POS,
TL-000291,T-500145,2025-01-31 07:58:12,S002,CAJ02,EMP068,,P1073,Espejo Minimal ★,Decoración,Espejos,1,105.45,0,0.00,€105.45,EUR,POS,
TL-000292,T-500146,2025-07-09 20:12:24,S002,CAJ08,EMP027,C0066,P1057,"Lámparas pie Luna ""Star""",Iluminación,Lámparas pie,1,"126,26",0,€0.00,"126,26",EUR,POS,
TL-000293,T-500146,2025-07-09 20:12:24,S002,CAJ08,EMP027,C0066,P1034,Jarrone Atlas ★,Decoración,Jarrones,1,271.65,0,"0,00",271.65 EUR,EUR,POS,
TL-000294,T-500147,2025-08-13 14:15:06,S003,CAJ07,EMP001, C0008,P1054,Figura Minimal ★,Decoración,Figuras,2,,0,€0.00,€215.30,EUR,POS,
TL-000295,T-500147,2025-08-13 14:15:06,S003,CAJ07,EMP001, C0008,P1071,"Bombilla Aurora ""Star""",Iluminación,Bombillas,2,"138,75",0,0.00,277.50,EUR,POS,
TL-000296,T-500148,13/12/2025,S001,CAJ03,EMP054,C0088,P1012,Sábana Sol 140x200,Textil hogar,Sábanas,1,7.50,0,0.00,"7,50",EUR,POS,
TL-000297,T-500149,21/10/25 16:06,S003,CAJ07,EMP029,C0069,P1007,Figura Boreal ★,Decoración,Figuras,2,€231.51,0,0.00,"463,02",EUR,POS,
TL-000298,T-500150,30/12/25 14:22,S002,CAJ02,EMP054,C0005,P1063,Armario Brisa 160cm,Muebles,Armarios,1,"463,39",0,0.00,"463,39",EUR,POS,
TL-000299,T-500150,30/12/25 14:22,S002,CAJ02,EMP054,C0005,P1090,Armario Sol XL,Muebles,Armarios,1,,0,,"1206,91",EUR,POS,
TL-000300,T-500150,30/12/25 14:22,S002,CAJ02,EMP054,C0005,P1078,Estantería Atlas 160cm,Muebles,Estanterías,1,759.39 EUR,0,0.00,759.39,EUR,POS,
TL-000301,T-500150,30/12/25 14:22,S002,CAJ02,EMP054,C0005,P1093,Sofá Atlas XL,Muebles,Sofás,1,€417.93,10,"41,79",376.14,EUR,POS,
TL-000302,T-500151,2 de diciembre de 2025 10:32,S002,CAJ07,EMP070,C0094,P1051,Alfombra Aurora Set 2 uds,Textil hogar,,3,21.48,0,0.00,€64.44,EUR,POS,
